DATE,price_per_kg,day_of_week,month,week_of_year,day_of_month,season,rolling_mean_3,rolling_mean_5,rolling_mean_7,lag_1,lag_3,lag_5,rolling_std_3,rolling_std_5,rolling_std_7
2024-05-30,3062.0,3.0,5.0,22,30.0,1.0,3288.6666666666665,3495.2,3643.4285714285716,3248.0,3596.0,4014.0,249.49816298588263,364.61651087135,390.78675222459134
2024-05-31,2924.0,4.0,5.0,22,31.0,1.0,3078.0,3277.2,3487.714285714286,3062.0,3556.0,4014.0,162.59151269359944,296.3430444602985,433.3611712669572
2024-06-01,2924.0,5.0,6.0,22,1.0,2.0,2970.0,3142.8,3332.0,2924.0,3248.0,3596.0,79.67433714811166,266.49427761210774,407.81531767860724
2024-06-02,2924.0,6.0,6.0,22,2.0,2.0,2924.0,3016.4,3176.285714285714,2924.0,3062.0,3556.0,0.0,142.59312746412368,297.0666110968167
2024-06-03,2678.0,0.0,6.0,23,3.0,2.0,2842.0,2902.4,3045.1428571428573,2924.0,2924.0,3248.0,142.02816622060803,138.94891147468724,283.20512505448005
2024-06-04,2892.0,1.0,6.0,23,4.0,2.0,2831.3333333333335,2868.4,2950.285714285714,2678.0,2924.0,3062.0,133.75101245718412,107.3349896352567,173.55279147439782
2024-06-05,2854.0,2.0,6.0,23,5.0,2.0,2808.0,2854.4,2894.0,2892.0,2924.0,2924.0,114.17530380948432,102.73655629813929,114.8796471674587
2024-06-06,2854.0,3.0,6.0,23,6.0,2.0,2866.6666666666665,2840.4,2864.285714285714,2854.0,2678.0,2924.0,21.939310228957286,95.38763022531184,87.91987694425154
2024-06-07,2786.0,4.0,6.0,23,7.0,2.0,2831.3333333333335,2812.8,2844.5714285714284,2854.0,2892.0,2924.0,39.259818304747434,84.49378675382574,87.77026288901808
2024-06-08,2786.0,5.0,6.0,23,8.0,2.0,2808.6666666666665,2834.4,2824.8571428571427,2786.0,2854.0,2678.0,39.259818304742154,46.82734244008378,82.2829033910764
2024-06-09,2786.0,6.0,6.0,23,9.0,2.0,2786.0,2813.2,2805.1428571428573,2786.0,2854.0,2892.0,0.0,37.245133910364586,70.21734963999948
2024-06-10,2904.0,0.0,6.0,24,10.0,2.0,2825.3333333333335,2823.2,2837.4285714285716,2786.0,2786.0,2854.0,68.12733176429032,53.918456951223455,51.46797432327161
2024-06-11,2864.0,1.0,6.0,24,11.0,2.0,2851.3333333333335,2825.2,2833.4285714285716,2904.0,2786.0,2854.0,60.0111100824019,55.508557898768416,47.45122809377813
2024-06-12,2864.0,2.0,6.0,24,12.0,2.0,2877.3333333333335,2840.8,2834.8571428571427,2864.0,2786.0,2786.0,23.094010767353453,52.62318880494456,48.316417400970955
2024-06-13,2842.0,3.0,6.0,24,13.0,2.0,2856.6666666666665,2852.0,2833.1428571428573,2864.0,2904.0,2786.0,12.7017059217358,43.150898020791935,47.733386538825336
2024-06-14,2938.0,4.0,6.0,24,14.0,2.0,2881.3333333333335,2882.4,2854.8571428571427,2842.0,2864.0,2786.0,50.292477900007206,38.29882504725979,56.48430038925966
2024-06-15,2938.0,5.0,6.0,24,15.0,2.0,2906.0,2889.2,2876.5714285714284,2938.0,2864.0,2904.0,55.425625842112304,45.44447161097354,54.79311739874676
2024-06-16,2938.0,6.0,6.0,24,16.0,2.0,2938.0,2904.0,2898.285714285714,2938.0,2842.0,2864.0,0.0,47.20169488482907,41.39933286770562
2024-06-17,2810.0,0.0,6.0,25,17.0,2.0,2895.3333333333335,2893.2,2884.8571428571427,2938.0,2938.0,2864.0,73.90083445620184,62.379483806781806,52.888021868185604
2024-06-18,2758.0,1.0,6.0,25,18.0,2.0,2835.3333333333335,2876.4,2869.714285714286,2810.0,2938.0,2842.0,92.63548636090731,86.32960094892513,71.68847951536891
2024-06-19,2646.0,2.0,6.0,25,19.0,2.0,2738.0,2818.0,2838.5714285714284,2758.0,2938.0,2938.0,83.80930735894873,124.54717981552606,111.10184088307241
2024-06-20,2354.0,3.0,6.0,25,20.0,2.0,2586.0,2701.2,2768.8571428571427,2646.0,2810.0,2938.0,208.5761251917007,220.64269759047457,214.0244756808603
2024-06-21,2278.0,4.0,6.0,25,21.0,2.0,2426.0,2569.2,2674.5714285714284,2354.0,2758.0,2938.0,194.2781511132457,240.12330165979793,266.1270731203673
2024-06-22,2278.0,5.0,6.0,25,22.0,2.0,2303.3333333333335,2462.8,2580.285714285714,2278.0,2646.0,2810.0,43.87862045817136,224.0785576533437,274.0399692780276
2024-06-23,2278.0,6.0,6.0,25,23.0,2.0,2278.0,2366.8,2486.0,2278.0,2354.0,2758.0,0.0,159.5092473808443,242.13494859960676
2024-06-24,2160.0,0.0,6.0,26,24.0,2.0,2238.6666666666665,2269.6,2393.1428571428573,2278.0,2278.0,2646.0,68.12733176421247,69.54710633810652,220.87660851815045
2024-06-25,2139.2,1.0,6.0,26,25.0,2.0,2192.4,2226.64,2304.742857142857,2160.0,2278.0,2354.0,74.85773173144442,70.7110175291244,168.01943198278184
2024-06-26,2165.2,2.0,6.0,26,26.0,2.0,2154.7999999999997,2204.0800000000004,2236.057142857143,2139.2,2278.0,2278.0,13.757906816670374,68.17706359182881,81.00911177445204
2024-06-27,2154.0,3.0,6.0,26,27.0,2.0,2152.7999999999997,2179.28,2207.4857142857145,2165.2,2160.0,2278.0,13.041472308606297,56.03812987604424,66.43722421892116
2024-06-28,2110.0,4.0,6.0,26,28.0,2.0,2143.0666666666666,2145.6800000000003,2183.4857142857145,2154.0,2139.2,2278.0,29.178987873284598,22.194413711665728,67.0604560222789
2024-06-29,2110.0,5.0,6.0,26,29.0,2.0,2124.6666666666665,2135.6800000000003,2159.4857142857145,2110.0,2165.2,2160.0,25.403411843863424,25.191109542944478,56.88852926484214
2024-06-30,2110.0,6.0,6.0,26,30.0,2.0,2110.0,2129.84,2135.4857142857145,2110.0,2154.0,2139.2,0.0,27.454107160945213,25.129758493021775
2024-07-01,2110.0,0.0,7.0,27,1.0,2.0,2110.0,2118.8,2128.342857142857,2110.0,2110.0,2165.2,0.0,19.677398202118475,24.084770924575338
2024-07-02,2116.0,1.0,7.0,27,2.0,2.0,2112.0,2111.2,2125.0285714285715,2110.0,2110.0,2154.0,3.4641016115809116,2.6832815738909663,23.9375377660048
